,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount,Reviews
7355,JSW Group,Iron & Steel , Mumbai ,94,944.0,122,944
7356,Yokohama Off-Highway Tires,Auto Components , Bharuch ,38,943.0,68,943
7357,J B Chemicals And Pharmaceuticals,Pharma , Mumbai ,94,942.0,59,942
7358,Jubilant Pharmova,Pharma , Noida ,61,941.0,61,941
7359,Financial Software & Systems,Software Product , Chennai ,33,940.0,73,940
7360,Defence Research & Development Organisation,Defence & Aerospace , Hyderabad ,57,938.0,77,938
7361,Salcomp Manufacturing,Electronics Manufacturing , Chennai ,27,933.0,84,933
7362,Hathway,Telecom , Mumbai ,57,931.0,48,931
7363,Velocis Systems,IT Services & Consulting , New Delhi ,51,931.0,67,931
7364,Shriram General Insurance,Insurance , Jaipur ,199,930.0,40,930
7365,Tikona Infinet,Telecom , Mumbai ,46,929.0,33,929
7366,Technip Energies,Engineering & Construction , Noida ,39,929.0,89,929
7367,KEI Industries,Electrical Equipment , New Delhi ,99,928.0,68,928
7368,Amphenol Interconnect,Electrical Equipment , Pune ,19,928.0,50,928
7369,ICCS,BPO , Noida ,31,928.0,64,928
7370,Pramerica Life Insurance,Insurance , Gurugram ,125,928.0,40,928
7371,FLSmidth,Industrial Machinery , Chennai ,24,927.0,45,927
7372,Astral Adhesives,Chemicals , Ahmedabad ,156,927.0,54,927
7374,Aircel,Telecom , New Delhi ,114,926.0,9,926
7375,Marsh McLennan,Management Consulting , Mumbai ,24,925.0,50,925
7376,National Payments Corporation of India,FinTech , Mumbai ,11,925.0,101,925
7377,Jaro Education,EdTech , Mumbai ,24,925.0,108,925
7378,Sandhar Technologies,Auto Components , Gurugram ,31,924.0,51,924
7379,Timken,Industrial Machinery , Jamshedpur ,44,924.0,55,924
7380,Reliance Power,Power , Singrauli ,41,920.0,59,920
7381,Naukri,Internet , Noida ,72,920.0,220,920
7382,Signify,Consumer Electronics & Appliances , Bengaluru ,83,920.0,63,920
7383,Aristo Pharmaceuticals,Pharma , Mumbai ,107,920.0,52,920
7384,Bhanzu,EdTech , Bengaluru ,14,917.0,191,917
7385,VeeTechnologies,IT Services & Consulting , Bengaluru ,39,917.0,100,917
7386,Psp Projects,Engineering & Construction , Ahmedabad ,57,917.0,74,917
7387,SFO Technologies,Electronics Manufacturing , Bengaluru ,17,916.0,46,916
7388,Adani Enterprises,Metals & Mining , Ahmedabad ,76,914.0,101,914
7389,Amazon Sellers Services,Internet , Bengaluru ,67,912.0,130,912
7390,KMV Projects Limited,Engineering & Construction , Hyderabad ,69,911.0,60,911
7391,Sundaram Clayton,Auto Components , Chennai ,30,912.0,34,912
7392,Bayer,Pharma , Bengaluru ,114,910.0,59,910
7394,Godfrey Phillips India,FMCG , New Delhi ,119,909.0,42,909
7395,Knight Frank,Real Estate , Mumbai ,50,907.0,58,907
7396,Test Yantra Software Solutions,IT Services & Consulting , Bengaluru ,19,907.0,145,907
7397,Tafe Motors & Tractors,Industrial Machinery , Bhopal ,72,905.0,58,905
7398,Apotex Research,Pharma , Bengaluru ,14,905.0,37,905
7399,GE Healthcare,Medical Equipment , Bengaluru ,36,905.0,85,905
7400,Nityo Infotech,IT Services & Consulting , Bengaluru ,31,904.0,99,904
7401,Deepak Fertilisers and Petrochemicals,Chemicals , Mumbai ,58,904.0,48,904
7402,Navayuga Engineering Company,Engineering & Construction , Hyderabad ,73,903.0,61,903
7403,Skipper,Industrial Machinery , Kolkata ,90,904.0,64,904
7404,Nirma,FMCG , Bhavnagar ,67,902.0,52,902
7405,Netscribes,Analytics & KPO , Kolkata ,17,902.0,94,902
7406,Xceedance,IT Services & Consulting , Gurugram ,14,903.0,132,903
7407,Neel Metal Products,Auto Components , Gurugram ,38,900.0,56,900
7408,Experis IT,Recruitment , Bengaluru ,34,901.0,67,901
7409,Volvo,Automobile , Bengaluru ,38,899.0,78,899
7410,Aviva Life Insurance India,Insurance , Gurugram ,121,895.0,34,895
7411,Medhaj Techno Concept,Management Consulting , Lucknow ,151,894.0,56,894
7412,OCS Group,Facility Management Services , Mumbai ,57,893.0,59,893
7413,SKH Metals,Auto Components , Gurugram ,26,893.0,76,893
7414,Egis India Consulting Engineers,Engineering & Construction , Gurugram ,111,893.0,57,893
7415,HomeLane,Architecture & Interior Design , Bengaluru ,35,892.0,92,892
7416,Volkswagen,Automobile , Pune ,103,892.0,53,892
7417,Schlumberger,Oil & Gas , Pune ,37,892.0,155,892
7418,Bosch Chassis Systems,Auto Components , Pune ,23,891.0,46,891
7419,Steag Energy Services,Power , Jharsuguda ,62,891.0,47,891
7420,AJIO,Internet , Bengaluru ,199,890.0,65,890
7421,CIEL HR,Recruitment , Bengaluru ,107,889.0,70,889
7422,Medha Servo Drives,Electrical Equipment , Hyderabad ,54,890.0,92,890
7423,Re Sustainability Limited,Waste Management , Hyderabad ,84,886.0,58,886
7424,Yashoda Hospitals,Healthcare , Hyderabad ,30,886.0,64,886
7425,Target,Retail , Bengaluru ,17,884.0,137,884
7426,BGR Energy Systems,Engineering & Construction , Chennai ,53,884.0,47,884
7427,Vedanta Resources,Metals & Mining , Jharsuguda ,72,883.0,94,883
7428,Michelin,Auto Components , Pune ,47,883.0,64,883
7429,Ashirvad Pipes,Building Material , Bengaluru ,107,883.0,68,883
7430,HT Media,Media & Entertainment , New Delhi ,43,881.0,60,881
7431,Alok Industries,Fashion & Textile , Dadra & Nagar Haveli ,34,879.0,50,879
7432,Updater Services,Facility Management Services , Chennai ,99,878.0,48,878
7433,Tata Chemicals,Chemicals , Jamnagar ,85,878.0,76,878
7434,LanceSoft,Recruitment , Hyderabad ,29,877.0,67,877
7435,Musashi Auto Parts,Auto Components , Rewari ,26,876.0,43,876
7436,TNQ Tech Private Limited,Printing & Publishing , Chennai ,13,876.0,66,876
7437,Birla Opus,Chemicals , Mumbai ,251,877.0,86,877
7438,Vijay Sales,Retail , Mumbai ,51,875.0,62,875
7439,JSW Paints,Chemicals , Mumbai ,167,872.0,97,872
7440,Marks & Spencer,Retail , New Delhi ,60,871.0,36,871
7441,FastInfo,Internet , Kolkata ,8,868.0,88,868
7442,ACL Digital,IT Services & Consulting , Bengaluru ,26,865.0,90,865
7443,Orient Electric,Consumer Electronics & Appliances , New Delhi ,87,867.0,61,867
7444,Next Education India,EdTech , Hyderabad ,95,864.0,50,864
7445,C.R.I. Pumps,Industrial Machinery , Coimbatore ,70,864.0,32,864
7446,"Commonwealth Bank of Australia, India",Financial Services , Bengaluru ,14,863.0,112,863
7447,Centum Electronics,Electronics Manufacturing , Bengaluru ,18,862.0,29,862
7448,RAMTeCH Software Solutions,IT Services & Consulting , Hyderabad ,35,861.0,45,861
7449,Greenlam Industries,Furniture & Furnishing , New Delhi ,114,861.0,61,861
7450,Wakefit,Furniture & Furnishing , Bengaluru ,55,861.0,78,861
7451,Sona Comstar,Auto Components , Gurugram ,23,860.0,76,860
7452,Carborundum Universal Limited,Industrial Machinery , Chennai ,129,860.0,38,860
7454,National Health Mission,Healthcare , Guwahati ,278,858.0,34,858
7455,Future Focus Infotech,IT Services & Consulting , Bengaluru ,58,857.0,57,857
7456,Acme Cleantech Solutions,Power , Gurugram ,100,857.0,83,857
7457,Tata Starbucks,Hospitality , Mumbai ,56,857.0,60,857
7458,Parekh Integrated Services,Logistics , Mumbai ,75,856.0,42,856
7459,Magna International,Auto Components , Pune ,22,856.0,52,856
7460,Athena BPO,BPO , Mumbai ,38,855.0,56,855
7461,Silaris Informations,BPO , New Delhi ,22,854.0,59,854
7462,Regulated Council of Immigration Consultants,Other , Dubai ,5,853.0,--,853
7463,Bechtel,Engineering & Construction , Gurugram ,31,852.0,73,852
7464,Intellipaat Software Solutions,EdTech , Bengaluru ,17,851.0,174,851
7465,Precision Infomatic M Pvt Ltd,IT Services & Consulting , Chennai ,91,851.0,55,851
7466,Shilpa Medicare,Pharma , Hyderabad ,30,850.0,64,850
7467,Ageas Federal Life Insurance,Insurance , Mumbai ,123,851.0,56,851
7468,Apar Industries,Semiconductors , Mumbai ,72,850.0,60,850
7469,Motherson Sumi Wiring,Electrical Equipment , Noida ,40,895.0,90,895
7470,M3M India,Real Estate , Gurugram ,10,849.0,62,849
7471,LEAD School,EdTech , Mumbai ,104,849.0,94,849
7472,WSP,Management Consulting , Bengaluru ,32,848.0,106,848
7473,Panacea Biotec,Biotechnology , Baddi ,72,845.0,67,845
7474,Mahindra First Choice Wheels,Internet , Mumbai ,118,845.0,41,845
7475,IDEMIA,Electronics Manufacturing , Noida ,51,845.0,60,845
7476,Torry Harris Integration Solutions,IT Services & Consulting , Bengaluru ,9,846.0,188,846
7477,Fedbank Financial Services,NBFC , Mumbai ,163,846.0,46,846
7478,Serco,Analytics & KPO , Mumbai ,40,844.0,33,844
7479,H&M,Fashion & Textile , Bengaluru ,56,844.0,118,844
7480,Nlb Services,Recruitment , Noida ,21,843.0,35,843
7481,Rico Auto Industries,Auto Components , Gurugram ,32,842.0,59,842
7482,Porter,Internet , Bengaluru ,31,842.0,102,842
7483,Jaya Hind Industries,Auto Components , Pune ,37,841.0,63,841
7484,Swaraj Tractors,Automobile , Sahibzada Ajit Singh Nagar ,105,841.0,39,841
7485,Tata Hitachi Construction Machinery,Industrial Machinery , Kharagpur ,76,841.0,66,841
7486,Epsilon,Marketing & Advertising , Bengaluru ,16,841.0,104,841
7487,MOURI Tech,IT Services & Consulting , Hyderabad ,10,839.0,74,839
7488,Ups Logistics,Logistics , Pune ,37,838.0,83,838
7489,Wipro PARI,Industrial Automation , Pune ,26,839.0,64,839
7490,Zudio,Retail , New Delhi ,137,837.0,52,837
7491,Mahindra Tractors,Automobile , Nagpur ,129,837.0,54,837
7492,Duck Creek Technologies,Software Product , Mumbai ,9,836.0,86,836
7493,Bank of India,Banking , Mumbai ,183,835.0,53,835
7494,Satya MicroCapital,NBFC , New Delhi ,183,837.0,68,837
7495,Impact Infotech Pvt. Ltd.,IT Services & Consulting , Mumbai ,74,834.0,58,834
7496,Parag Milk Foods,Food Processing , Mumbai ,91,834.0,79,834
7497,KGISL,IT Services & Consulting , Coimbatore ,20,833.0,92,833
7498,Arvind Lifestyle Brands,Retail , Bengaluru ,87,832.0,20,832
7499,Nibav Lifts,Industrial Machinery , Chennai ,41,831.0,100,831
7500,Rohan Builders,Real Estate , Pune ,69,831.0,59,831
7501,AuthBridge Research Services,IT Services & Consulting , Gurugram ,21,831.0,51,831
7502,Ather Energy,Automobile , Bengaluru ,66,830.0,72,830
7503,Feedback Infrastructure Services,Engineering & Construction , Gurugram ,129,830.0,47,830
7504,Consolidated Contractors,Engineering & Construction , Mumbai ,56,829.0,38,829
7505,Shaktiman Tirth Agro Technology,Industrial Machinery , Rajkot ,64,831.0,63,831
7506,enGen Global,IT Services & Consulting , Chennai ,6,828.0,74,828
7507,Sanden Vikas,Auto Components , Faridabad ,33,828.0,53,828
7508,Royal Sundaram General Insurance,Insurance , Chennai ,104,827.0,24,827
7509,HP India,Consumer Electronics & Appliances , Bengaluru ,63,827.0,161,827
7510,Truhome Finance,Financial Services , Mumbai ,159,826.0,59,826
7511,Guardian India,Insurance , Chennai ,13,826.0,62,826
7512,India Shelter Finance Corporation,NBFC , Gurugram ,179,825.0,34,825
7513,Tata Power Solar,Power , Bengaluru ,87,825.0,84,825
7514,FIITJEE,Education & Training , New Delhi ,48,824.0,56,824
7515,Fareportal,Internet , Gurugram ,14,824.0,45,824
7516,Union Bank of India,Banking , Mumbai ,150,823.0,38,823
7517,Casagrand,Real Estate , Chennai ,19,821.0,73,821
7518,Victora Auto Private Limited,Auto Components , Faridabad ,31,821.0,47,821
7519,Punj Lloyd,Engineering & Construction , Gurugram ,70,820.0,19,820
7520,Alorica,BPO , Bengaluru ,15,821.0,90,821
7521,Nippon Koei India,Engineering & Construction , New Delhi ,69,819.0,164,819
7522,Luxoft,IT Services & Consulting , Bengaluru ,23,817.0,137,817
7523,Freshworks,Software Product , Chennai ,47,816.0,179,816
7524,Lumen Technologies,Hardware & Networking , Bengaluru ,14,815.0,55,815
7525,Eris Lifesciences,Pharma , Ahmedabad ,90,815.0,45,815
7526,Greaves Cotton,Auto Components , Chhatrapati Sambhajinagar ,48,814.0,30,814
7527,Metso,Metals & Mining , Alwar ,47,813.0,82,813
7528,Ford Business Solutions,IT Services & Consulting , Chennai ,52,812.0,54,812
7529,Qinecsa Solutions,Clinical Research , Mysuru ,19,803.0,61,803
7530,Ramco Systems,Software Product , Chennai ,28,810.0,71,810
7531,Medusind Solutions,IT Services & Consulting , Chennai ,11,809.0,36,809
7532,Sutherland Healthcare Solutions,Analytics & KPO , Hyderabad ,14,810.0,49,810
7534,eTeam,Recruitment , Bengaluru ,19,808.0,51,808
7535,Huhtamaki,Packaging , Mumbai ,44,806.0,25,806
7536,Rockwell Automation,Industrial Automation , Pune ,22,805.0,86,805
7537,IBS Software Services,Software Product , Kochi ,18,807.0,120,807
7538,Baxter International,Healthcare , Bengaluru ,32,805.0,52,805
7539,UKG,Software Product , Noida ,12,806.0,122,806
7540,Bpo Convergence,BPO , Hyderabad ,39,807.0,65,807
7541,Nexdigm,Management Consulting , Pune ,12,816.0,68,816
7542,Forever Living Products,Fitness & Wellness , Mumbai ,98,803.0,75,803
7543,Integra Software Services,IT Services & Consulting , Puducherry ,19,802.0,41,802
7544,Rodic Consultants,Engineering & Construction , Patna ,131,802.0,45,802
7545,Poly Medicure,Medical Equipment , Faridabad ,45,801.0,77,801
7546,RR kabel,Electrical Equipment , Vadodara ,115,801.0,69,801
7547,Artech Infosystems,Recruitment , Bengaluru ,21,801.0,82,801
7548,Investors Clinic,Real Estate , Noida ,34,799.0,75,799
7549,Sunbeam Auto,Auto Components , Gurugram ,30,799.0,51,799
7550,DBG Technology,Electronics Manufacturing , Rewari ,24,799.0,85,799
7551,Fluor Corporation,Engineering & Construction , Gurugram ,24,793.0,32,793
7552,Teamware Solutions,Recruitment , Hyderabad ,24,798.0,69,798
7553,Linde India,Chemicals , Vadodara ,56,798.0,56,798
7554,Vijaya Diagnostic Centre,Healthcare , Hyderabad ,40,796.0,45,796
7555,Rashmi Group,Iron & Steel , Kharagpur ,31,795.0,52,795
7556,Eveready Industries,Consumer Electronics & Appliances , Kolkata ,110,794.0,44,794
7557,Border Security Force,Law Enforcement & Security , New Delhi ,112,795.0,15,795
7558,Principal Global Services,Insurance , Pune ,11,793.0,83,793
7559,Hitachi,Industrial Machinery , Bengaluru ,85,791.0,96,791
7560,Intex Technologies,Consumer Electronics & Appliances , New Delhi ,75,791.0,17,791
7561,K Raheja Corp,Real Estate , Mumbai ,17,790.0,71,790
7562,Syneos Health,Clinical Research , Gurugram ,17,790.0,60,790
7563,Five-Star Business Finance,NBFC , Chennai ,244,791.0,27,791
7564,Zidio Development,IT Services & Consulting , Bengaluru ,35,788.0,172,788
7565,JK Paper,Pulp & Paper , Rayagada ,52,788.0,64,788
7566,Skill Lync,EdTech , Chennai ,17,787.0,92,787
7567,Advik Hi Tech,Auto Components , Pune ,30,787.0,58,787
7568,Bill Gosling Outsourcing India,,-1,-1,788.0,50,788
7569,Prama Hikvision India,Electronics Manufacturing , Mumbai ,54,788.0,64,788
7570,PUMA,Fashion & Textile , Bengaluru ,100,785.0,71,785
7571,Zuventus Healthcare,Pharma , Mumbai ,99,784.0,61,784
7572,Qualitest,IT Services & Consulting , Bengaluru ,22,784.0,91,784
7573,RenewBuy,Internet , Gurugram ,107,783.0,62,783
7574,Praj Industries,Biotechnology , Pune ,44,784.0,43,784
7575,Chennai Radha Engineering Works,Engineering & Construction , Chennai ,58,781.0,37,781
7576,Cigniti Technologies,IT Services & Consulting , Hyderabad ,9,781.0,86,781
7577,Prince Pipes & Fittings,Building Material , Mumbai ,82,780.0,53,780
7578,BDO,Accounting & Auditing , Mumbai ,34,780.0,54,780
7579,Edubridge Learning,EdTech , Mumbai ,63,779.0,66,779
7580,THE LEELA PALACES HOTELS & RESORTS,Hospitality , New Delhi ,33,779.0,36,779
7581,IFFCO,Agro Chemicals , New Delhi ,114,778.0,52,778
7582,Engineers India,Engineering & Construction , New Delhi ,84,778.0,87,778
7583,Careernet,Recruitment , Bengaluru ,24,778.0,48,778
7584,Maveric Systems,IT Services & Consulting , Chennai ,11,779.0,131,779
7585,Zydus Healthcare,Pharma , Mumbai ,106,778.0,61,778
7586,NTT,IT Services & Consulting , Mumbai ,42,777.0,68,777
7587,Wipro Consumer Care & Lighting,FMCG , Bengaluru ,119,776.0,75,776
7588,Indo Autotech,Auto Components , Faridabad ,33,776.0,52,776
7589,Franklin Templeton Investments,Financial Services , Hyderabad ,32,776.0,32,776
7590,Microtek International,Consumer Electronics & Appliances , New Delhi ,120,776.0,52,776
7591,AISIN,Auto Components , Rohtak ,28,774.0,56,774
7592,Waaree Energies,Power , Surat ,53,775.0,74,775
7593,Rallis India,Agro Chemicals , Ankleshwar ,117,774.0,44,774
7594,Jai Balaji Group,Iron & Steel , Durgapur ,41,772.0,54,772
7595,Pratap Technocrats,Telecom , Ahmedabad ,120,772.0,34,772
7596,Credence Resource Management,BPO , Pune ,9,771.0,36,771
7597,Aequs,Defence & Aerospace , Belagavi ,13,770.0,55,770
7598,Amber Enterprises India,Electronics Manufacturing , Gurugram ,44,771.0,56,771
7599,Cohance Lifesciences,Pharma , Hyderabad ,22,915.0,41,915
7600,Vastu Housing Finance,NBFC , Mumbai ,170,768.0,56,768
7601,Reliance BP Mobility,Oil & Gas , Mumbai ,104,767.0,74,767
7602,Progressive Infotech,IT Services & Consulting , Noida ,68,766.0,42,766
7603,Reliance Smart,Retail , Hyderabad ,251,765.0,35,765
7604,Action Construction Equipment,Industrial Machinery , Faridabad ,59,766.0,72,766
7605,Somany Ceramics,Building Material , New Delhi ,84,765.0,27,765
7606,Denave,Marketing & Advertising , Noida ,70,764.0,46,764
7607,Toyo Engineering,Engineering & Construction , Mumbai ,44,764.0,60,764
7608,Ask Automotive,Auto Components , Gurugram ,29,764.0,36,764
7609,Radical Minds,BPO , Gurugram ,13,764.0,65,764
7610,Better.com,Financial Services , Gurugram ,9,763.0,56,763
7611,First Advantage,Recruitment , Bengaluru ,12,763.0,32,763
7612,Wipro Infrastructure Engineering,Industrial Machinery , Bengaluru ,38,763.0,62,763
7613,Allied Digital Services,IT Services & Consulting , Mumbai ,55,763.0,66,763
7614,Lea Associates South Asia,Engineering & Construction , New Delhi ,139,763.0,31,763
7615,Creative Synergies Group,IT Services & Consulting , Bengaluru ,9,761.0,30,761
7616,Dineshchandra R. Agrawal Infracon,Engineering & Construction , Ahmedabad ,80,762.0,59,762
7617,Hitachi Digital Services,IT Services & Consulting , Hyderabad ,15,761.0,68,761
7618,People Tech Group,IT Services & Consulting , Hyderabad ,12,760.0,85,760
7619,Ramkrishna Forgings,Auto Components , Jamshedpur ,28,760.0,64,760
7620,Novac Technology Solutions,Software Product , Chennai ,24,760.0,74,760
7621,Ksb Pumps,Industrial Machinery , Pune ,39,759.0,55,759
7622,Travel Food Services Ltd,Hospitality , Mumbai ,36,759.0,47,759
7623,Creambell,Food Processing , New Delhi ,105,759.0,44,759
7624,Simplilearn,EdTech , Bengaluru ,9,758.0,114,758
7625,Quatrro Business Support Services,,-1,-1,758.0,60,758
7626,Dunzo,Internet , Bengaluru ,20,757.0,71,757
7627,Fleetguard Filters Private Limited,Auto Components , Pune ,84,757.0,51,757
7628,Axtria,Software Product , Gurugram ,8,757.0,134,757
7629,Hilti,Industrial Machinery , Gurugram ,47,757.0,70,757
7630,Lenovo,Consumer Electronics & Appliances , Bengaluru ,84,755.0,55,755
7631,JioStar,Media & Entertainment , Mumbai ,42,755.0,63,755
7632,Forvia Hella,Auto Components , Pune ,32,757.0,50,757
7633,Fidelity International,Financial Services , Gurugram ,14,755.0,57,755
7634,Universal Sompo General Insurance,Insurance , Mumbai ,119,754.0,142,754
7635,Central Industrial Security Force,Law Enforcement & Security , New Delhi ,88,753.0,24,753
7636,1 India Family Mart,Retail , New Delhi ,99,753.0,39,753
7637,Times Internet,Internet , Noida ,24,752.0,73,752
7638,Assystem,Engineering & Construction , Chennai ,68,752.0,49,752
7639,BNP Paribas India Solutions,IT Services & Consulting , Mumbai ,9,752.0,76,752
7640,Bses Rajdhani Power,Power , New Delhi ,22,751.0,56,751
7641,Brane Enterprises,Software Product , Hyderabad ,12,750.0,150,750
7642,Alivus Life Sciences,Pharma , Ankleshwar ,22,750.0,41,750
7643,Ugro Capital,NBFC , Mumbai ,164,749.0,44,749
7644,HSBC Software Development,,-1,-1,749.0,27,749
7645,Amadeus,Software Product , Bengaluru ,14,748.0,124,748
7646,Orion Edutech,EdTech , Kolkata ,114,748.0,22,748
7647,BCD Travel,Travel & Tourism , Bengaluru ,11,747.0,147,747
7648,CADD Centre Training Services,Education & Training , Chennai ,133,747.0,38,747
7649,Samsung E&A,Engineering & Construction , Noida ,46,747.0,72,747
7650,McDermott International,Engineering & Construction , Chennai ,33,745.0,63,745
7651,Wapcos,Engineering & Construction , New Delhi ,145,746.0,39,746
7652,Bunge India,Food Processing , Sahibzada Ajit Singh Nagar ,70,745.0,50,745
7653,Zee Entertainment Enterprises,Media & Entertainment , Mumbai ,35,745.0,54,745
7654,JM Financial,Financial Services , Mumbai ,68,744.0,58,744
7655,Finolex Cables,Electrical Equipment , Pune ,76,744.0,44,744
7656,Wabtec,Auto Components , Bengaluru ,28,743.0,62,743
7657,SLK Global Services,BPO , Bengaluru ,9,740.0,34,740
7658,CMS Computers Limited (INDIA),IT Services & Consulting , New Delhi ,77,740.0,42,740
7659,VA Tech Wabag,Waste Management , Chennai ,53,740.0,59,740
7660,Hapag-Lloyd,Ports & Shipping , Chennai ,16,740.0,29,740
7661,Sharda Motor Industries,Auto Components , Chennai ,27,740.0,51,740
7662,National Informatics Centre,Government , New Delhi ,77,740.0,42,740
7663,Vaaman Engineers,Engineering & Construction , Jharsuguda ,46,740.0,70,740
7664,India Japan Lighting,Auto Components , Chennai ,30,739.0,63,739
7665,Veradigm,Software Product , Pune ,9,739.0,43,739
7666,Bitwise Solutions,IT Services & Consulting , Pune ,9,738.0,57,738
7667,Petpooja,Software Product , Ahmedabad ,74,739.0,82,739
7668,TO THE NEW,IT Services & Consulting , Noida ,19,738.0,153,738
7669,India Cements,Building Material , Chennai ,91,737.0,52,737
7670,ManipalCigna Health Insurance,Insurance , Mumbai ,133,736.0,43,736
7671,Galfar,Engineering & Construction , Muscat ,40,736.0,32,736
7672,Integreon,BPO , Mumbai ,12,736.0,57,736
7673,ESL Steel,Iron & Steel , Bokaro ,24,735.0,37,735
7674,Patel Infrastructure Limited,Engineering & Construction , Vadodara ,58,735.0,46,735
7675,Livguard,Electronics Manufacturing , Gurugram ,86,735.0,45,735
7676,Primus Global Technologies,IT Services & Consulting , Bengaluru ,27,734.0,24,734
7677,UnitedLex,Analytics & KPO , New Delhi ,12,734.0,72,734
7678,OLX India,Internet , Gurugram ,57,734.0,67,734
7679,Mswipe Technologies,FinTech , Mumbai ,97,734.0,34,734
7680,Steel Authority Of India,Iron & Steel , Bokaro ,51,732.0,46,732
7681,EMERSON PROCESS MANAGEMENT,Industrial Automation , Pune ,31,731.0,63,731
7682,Exicom,Semiconductors , Gurugram ,31,730.0,57,730
7683,Indusind Marketing & Financial Services,Financial Services , Chennai ,268,730.0,32,730
7684,Vertex Customer Solutions,IT Services & Consulting , Chennai ,33,729.0,15,729
7685,Mott MacDonald,Management Consulting , Mumbai ,49,729.0,56,729
7686,LifeCell International,Biotechnology , Chennai ,75,728.0,52,728
7687,Religare,Financial Services , New Delhi ,96,728.0,33,728
7688,GirnarSoft,IT Services & Consulting , Gurugram ,54,727.0,35,727
7689,Greenply,Building Material , Kolkata ,96,728.0,56,728
7690,Deepak Nitrite,Chemicals , Vadodara ,20,726.0,52,726
7691,Ameriprise Financial,Financial Services , Gurugram ,11,726.0,72,726
7692,Isuzu Motors,Automobile , Chennai ,38,726.0,53,726
7693,Celebal Technologies,IT Services & Consulting , Jaipur ,23,726.0,130,726
7694,Care Hospital,Healthcare , Hyderabad ,43,727.0,34,727
7695,Protiviti,Management Consulting , Gurugram ,27,725.0,68,725
7696,ASG Eye Hospital,Healthcare , Jaipur ,76,725.0,61,725
7697,Lavender Technology,IT Services & Consulting , Bengaluru ,8,724.0,4,724
7698,Rackspace,IT Services & Consulting , Gurugram ,15,724.0,85,724
7699,Smollan Group,Marketing & Advertising , Mumbai ,141,724.0,46,724
7700,Sun Life Financial,Financial Services , Gurugram ,12,723.0,53,723
7701,ffreedom app,Internet , Bengaluru ,26,721.0,64,721
7702,Neuland Laboratories,Pharma , Hyderabad ,7,721.0,51,721
7703,The Akshaya Patra Foundation,Non-Profit , Bengaluru ,68,720.0,61,720
7704,Boeing,Aviation , Bengaluru ,12,720.0,101,720
7705,Stellantis,Automobile , Chennai ,16,719.0,64,719
7706,Adidas,Fashion & Textile , Gurugram ,69,719.0,83,719
7707,DuPont,Waste Management , Hyderabad ,47,718.0,45,718
7708,Padget Electronics,Electronics Manufacturing , Noida ,16,718.0,78,718
7709,Writer Information Management Services,BPO , Mumbai ,68,718.0,38,718
7710,Ascendion,IT Services & Consulting , Bengaluru ,16,716.0,119,716
7711,Google Operations Center,BPO , Hyderabad ,16,716.0,98,716
7712,V-Trans,Logistics , Mumbai ,93,714.0,34,714
7713,McKinsey & Company,Management Consulting , Gurugram ,25,715.0,246,715
7714,Expleo Solutions,IT Services & Consulting , Chennai ,15,711.0,73,711
7715,RITES,Engineering & Construction , Gurugram ,87,711.0,39,711
7716,Ag Industries,Auto Components , Gurugram ,32,709.0,54,709
7717,Molex,Electronics Manufacturing , Bengaluru ,17,709.0,68,709
7718,Sterlite Power,Power , New Delhi ,83,709.0,37,709
7719,XcelServ Solutions,IT Services & Consulting , New Delhi ,33,708.0,11,708
7720,BDO India LLP,Accounting & Auditing , Mumbai ,35,708.0,89,708
7721,Transrail Lighting,Engineering & Construction , Mumbai ,99,708.0,57,708
7722,Nvidia,Hardware & Networking , Pune ,19,707.0,129,707
7723,Biba Apparels,Fashion & Textile , New Delhi ,97,707.0,49,707
7724,TDK India Private Limited,,-1,-1,707.0,46,707
7725,NecLife,Pharma , Chandigarh ,30,705.0,62,705
7726,Mindsprint,IT Services & Consulting , Chennai ,10,706.0,69,706
7727,LG Soft India,IT Services & Consulting , Bengaluru ,15,705.0,109,705
7728,B. G. Shirke Construction Technology,Engineering & Construction , Pune ,26,707.0,42,707
7729,Volkswagen Group Technology Solution,IT Services & Consulting , Pune ,14,705.0,76,705
7730,AI Airport Services,Aviation , Mumbai ,60,705.0,45,705
7731,uFaber,Education & Training , Mumbai ,24,705.0,54,705
7732,Mitsubishi Electric India,Electronics Manufacturing , Pune ,52,703.0,45,703
7733,Sykes Business Services Of India,BPO , Hyderabad ,17,702.0,53,702
7734,Medreich,Pharma , Bengaluru ,14,701.0,58,701
7735,Aurigo Software Technologies,Software Product , Bengaluru ,6,700.0,36,700
7736,LEAP India Limited,Packaging , Mumbai ,47,699.0,31,699
7737,Samunnati,NBFC , Chennai ,61,699.0,84,699
7738,Bikanervala,FMCG , New Delhi ,69,699.0,28,699
7739,TCNS Clothing Company,Fashion & Textile , New Delhi ,110,699.0,27,699
7740,Tavant Technologies,IT Services & Consulting , Bengaluru ,13,698.0,81,698
7741,BSH Home Appliances Group,Consumer Electronics & Appliances , Bengaluru ,59,698.0,39,698
7742,Electrosteel Casting,Building Material , Kolkata ,28,698.0,54,698
7743,Eugia Pharma Specialities,Pharma , Hyderabad ,18,697.0,43,697
7744,Office Beacon,BPO , Vadodara ,21,696.0,68,696
7745,Redcliffe Labs,Healthcare , New Delhi ,83,696.0,60,696
7746,Rentokil Pest Control,Facility Management Services , Mumbai ,110,696.0,42,696
