,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount
4537,Vara United,IT Services & Consulting , Hyderabad / Secunderabad ,29,235.0,9
4538,Indiabulls Real Estate,Real Estate , Mumbai ,23,235.0,9
4539,Kamineni Hospitals,Healthcare , Hyderabad ,8,235.0,12
4540,PERSOLKELLY,Recruitment , Bengaluru ,40,235.0,17
4541,Randstad Global Capability Center,Recruitment , Hyderabad ,18,236.0,25
4542,Pharmaceutical job,Pharma , Mumbai ,65,235.0,23
4543,11:11 Systems,IT Services & Consulting , Pune ,3,235.0,17
4544,Mayfair Hotels & Resorts,Hospitality , Bhubaneswar ,16,235.0,16
4545,National Securities Depository,Financial Services , Mumbai ,9,235.0,15
4546,Avontix,Analytics & KPO , Hyderabad ,3,235.0,21
4547,Arvato,IT Services & Consulting , Gurugram ,8,235.0,2
4548,Koyo Bearings India,Auto Components , Rewari ,7,235.0,7
4549,Galpha Laboratories,Pharma , Baddi ,28,235.0,9
4550,Health Prime Services (India),Medical Equipment , Mumbai ,10,235.0,17
4551,PIX Transmissions,Petrochemicals , Nagpur ,12,235.0,16
4552,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,Government , Hyderabad ,103,235.0,10
4553,Innova Captab,Pharma , Baddi ,14,235.0,9
4554,Amantya Technologies,IT Services & Consulting , Gurugram ,5,235.0,50
4555,Covalent Laboratories,Pharma , Hyderabad ,7,235.0,10
4556,SA Infrastructure Consultants,Engineering & Construction , Noida ,61,235.0,11
4557,Asian Heart Institute,Healthcare , Mumbai ,5,236.0,28
4558,SRM Institute of Science and Technology,Education & Training , Chennai ,17,234.0,19
4559,GlobusSoft,IT Services & Consulting , Bengaluru ,6,234.0,35
4560,American Tower Corporation,Telecom , Gurugram ,45,234.0,6
4563,Kanpur Plastipack,Packaging , Kanpur ,6,234.0,21
4564,Net Access India,IT Services & Consulting , Chennai ,31,234.0,31
4565,SpanIdea,IT Services & Consulting , Bengaluru ,10,234.0,33
4566,CLR Facility Services,Facility Management Services , Pune ,42,234.0,11
4567,Live Connections,Recruitment , Chennai ,8,234.0,22
4568,Upwork,Internet , Bengaluru ,30,234.0,20
4570,Dataflow Group,IT Services & Consulting , Noida ,8,234.0,18
4571,Sila Solutions,Facility Management Services , Mumbai ,22,234.0,19
4572,WorkIndia,IT Services & Consulting , Bengaluru ,16,234.0,34
4573,Allen Solly,Fashion & Textile , Bengaluru ,70,234.0,16
4574,Vserve Ebusiness Solutions,IT Services & Consulting , Coimbatore ,9,234.0,4
4575,Casio India Company,Consumer Electronics & Appliances , New Delhi ,29,234.0,24
4576,Barmalt Malting,Food Processing , Gurugram ,14,233.0,15
4577,Indutch Composites Technology,Industrial Machinery , Chennai ,11,233.0,7
4578,IMSI,Recruitment , Mumbai ,40,233.0,10
4579,Shiva Pharmachem,Chemicals , Vadodara ,12,233.0,5
4580,Moveinsync Technology Solutions,Software Product , Bengaluru ,12,233.0,33
4581,Jeena Sikho Lifecare,Healthcare , Chandigarh ,46,248.0,30
4582,Interocean Group,Ports & Shipping , New Delhi ,18,233.0,9
4583,ITW India,Automobile , Pune ,18,233.0,13
4584,Texas Review,Education & Training , Hyderabad ,12,233.0,70
4585,Collman Services,BPO , Chennai ,25,233.0,12
4586,Lloyds Technology Centre,IT Services & Consulting , Hyderabad ,8,234.0,53
4587,Neudesic Technologies,IT Services & Consulting , Bengaluru ,4,233.0,39
4588,National Insurance Company,Insurance , Kolkata ,80,232.0,5
4589,Verzeo,EdTech , Bangalore / Bengaluru ,12,232.0,33
4590,St. John's Medical College Hospital,Healthcare , Bengaluru ,11,232.0,5
4591,Filatex India,Fashion & Textile , Bharuch ,16,232.0,16
4592,Neon Laboratories,Pharma , Mumbai ,37,232.0,8
4593,Focus Energy,Oil & Gas , Jaisalmer ,13,232.0,19
4594,CTM India Limited,Industrial Machinery , Chennai ,19,232.0,7
4595,Indo German Tool Room,Government , Chhatrapati Sambhajinagar ,20,232.0,10
4596,Kaveri Seed Company,,-1,-1,232.0,23
4597,Cardinal Health,Pharma , Bengaluru ,9,232.0,33
4598,Parle Elizabeth Tools,Industrial Machinery , Ahmedabad ,10,232.0,20
4599,Fortune Park Hotels,Hospitality , Ahmedabad ,47,232.0,9
4600,Agappe Diagnostics,Medical Equipment , Kochi ,35,232.0,21
4601,Maruti Ispat And Pipes,Iron & Steel , Hyderabad ,10,232.0,35
4602,Chai Point,Internet , Bengaluru ,16,232.0,16
4603,Vaidik Eduservices,EdTech , Noida ,15,232.0,75
4604,FEV,Auto Components , Pune ,7,232.0,10
4605,Magnasoft Consulting India,IT Services & Consulting , Bengaluru ,9,232.0,19
4606,Sears Holdings,Retail , Pune ,9,231.0,13
4607,Galva Decoparts,Chemicals , Vapi ,16,231.0,17
4608,ICICI Merchant Service,Banking , Mumbai ,54,231.0,14
4609,MUNDRA SOLAR TECHNOPARK,Industrial Machinery , Mundra ,22,231.0,13
4610,SUGAR Cosmetics,Internet , Mumbai ,51,231.0,23
4611,Turner Construction,Engineering & Construction , Mumbai ,17,231.0,12
4612,Autometers Alliance,Electronics Manufacturing , Noida ,14,231.0,16
4613,MQSYS Technologies,IT Services & Consulting , Chennai ,17,231.0,15
4614,Arrise Bpo Solutions,BPO , Mumbai ,54,231.0,8
4615,Vialto Partners,Management Consulting , Bengaluru ,9,242.0,34
4616,Xchanging,IT Services & Consulting , Bengaluru ,10,231.0,4
4617,Crown Solutions,IT Services & Consulting , Chennai ,10,231.0,20
4618,Airblack,EdTech , Gurugram ,6,231.0,25
4619,Marathon Realty,Real Estate , Mumbai ,7,231.0,10
4624,IVTL Infoview Technologies,IT Services & Consulting , Chennai ,4,230.0,11
4625,Shalimar Corp,Real Estate , Lucknow ,12,230.0,18
4626,Link Group,Financial Services , Mumbai ,9,230.0,34
4627,Niit Foundation,Education & Training , New Delhi ,46,230.0,15
4628,Rasna,Food Processing , Ahmedabad ,55,230.0,17
4629,Leixir Dental Group,Healthcare , Gurugram ,2,292.0,113
4630,Ginger Hotels,Hospitality , Mumbai ,40,232.0,9
4631,Star Engineers India,Auto Components , Pune ,16,230.0,10
4632,TravelTriangle,Internet , Gurugram ,7,230.0,15
4633,Riviera Infraprojects,Engineering & Construction , Ahmedabad ,15,230.0,11
4634,Vakilsearch,Legal , Chennai ,12,230.0,15
4635,Bread Financial,FinTech , Bengaluru ,5,231.0,26
4636,University of Petroleum & Energy Studies,Education & Training , Dehradun ,12,230.0,18
4637,Expertrons,Education & Training , Mumbai ,7,230.0,39
4638,Pittie Group,Real Estate , Mumbai ,35,230.0,20
4639,Balaji Enterprises,Real Estate , New Delhi ,73,230.0,11
4640,Rajasthan Patrika,Broadcasting , Jaipur ,42,229.0,10
4641,Atibir Industries,Iron & Steel , Giridih ,15,229.0,6
4642,The New India Assurance Co.,Insurance , Mumbai ,80,229.0,9
4643,Bombay Rayon Fashions,Fashion & Textile , Mumbai ,20,229.0,4
4644,Futurz Staffing Solutions,Recruitment , Mumbai ,49,229.0,20
4645,Tractor Junction,Internet , Alwar ,28,229.0,20
4646,Pinnacle Industries,Auto Components , Indore ,11,229.0,16
4647,Utkarsh Classes,EdTech , Jodhpur ,6,263.0,12
4648,Chandan Steel,Metals & Mining , Umbergaon ,17,229.0,14
4649,Broker Network,Internet , Mumbai ,18,229.0,12
4650,Intuit,IT Services & Consulting , Bengaluru ,13,229.0,83
4651,Jaipur National University,Education & Training , Jaipur ,8,229.0,8
4652,OASYS Cybernetics,IT Services & Consulting , Chennai ,27,229.0,12
4653,Infoesearch Ites,Media & Entertainment , Hyderabad ,8,229.0,30
4654,Nagata India,Metals & Mining , Gurugram ,15,230.0,12
4655,Lenexis Foodworks,Hospitality , Mumbai ,30,229.0,21
4656,QualiZeal,IT Services & Consulting , Hyderabad ,3,229.0,61
4657,Pearl Global Industries,Fashion & Textile , Gurugram ,11,229.0,10
4658,The BIM Engineers,Engineering & Construction , Gurugram ,12,229.0,38
4659,Google Pay,FinTech , Bengaluru ,79,229.0,40
4660,Asian Institute of Medical Sciences,,-1,-1,229.0,5
4661,Jaypee Hotels,Hospitality , New Delhi ,14,228.0,11
4662,Linfox Logistics,Urban Transport , Chennai ,34,229.0,5
4663,Omprime Technology Private Limited,IT Services & Consulting , Gurugram ,5,228.0,18
4664,M.J Global,Packaging , Noida ,10,228.0,9
4665,Harita Techserv,Recruitment , Bengaluru ,11,228.0,21
4666,Trivitron Healthcare,Medical Equipment , Chennai ,17,228.0,25
4667,TP Western Odisha Distribution,,-1,-1,237.0,34
4668,S Chand Group,Printing & Publishing , New Delhi ,33,228.0,5
4669,Dish Infra Services,Telecom , New Delhi ,78,228.0,7
4670,Reecomps Teleservices,Telecom , Mumbai ,48,228.0,13
4671,Sanoh,Auto Components , Gurugram ,16,228.0,14
4672,SLAP,Management Consulting , Anantapur ,15,228.0,17
4673,Naprod Life Sciences,Pharma , Mumbai ,8,228.0,17
4674,Bull Machines,Engineering & Construction , Coimbatore ,32,228.0,21
4675,VHS Consulting,IT Services & Consulting , Bengaluru ,12,228.0,14
4676,Credgenics,FinTech , Noida ,6,229.0,36
4677,Corecard Software,FinTech , Bhopal ,8,228.0,17
4678,iServeU,FinTech , Bhubaneswar ,6,228.0,24
4679,NKC Projects,Engineering & Construction , Gurugram ,26,229.0,12
4682,Kapston Services,Recruitment , Hyderabad ,32,228.0,14
4683,Anaptyss,IT Services & Consulting , Noida ,6,228.0,16
4684,Webtel Electrosoft,IT Services & Consulting , New Delhi ,12,228.0,12
4685,Government of West Bengal,Government , Kolkata ,37,227.0,10
4686,Lentra AI,Financial Services , Pune ,5,228.0,23
4687,RASI SEEDS,Agriculture , Hyderabad ,69,227.0,8
4688,Regalo Kitchens,Architecture & Interior Design , New Delhi ,11,227.0,38
4689,Azim Premji Foundation,Non-Profit , Bengaluru ,47,227.0,34
4690,ADARSH DEVELOPERS,Real Estate , Bengaluru ,5,227.0,12
4691,Jitm Skills,Education & Training , New Delhi ,50,227.0,17
4692,Antara Senior Care,,-1,-1,227.0,29
4693,Innoval Digital Solutions,Software Product , Thiruvananthapuram ,6,227.0,9
4694,Accentuate Business Solutions,IT Services & Consulting , Bengaluru ,16,227.0,19
4695,Renata Precision Components,Industrial Machinery , Pune ,10,227.0,15
4696,Caliber Technologies,IT Services & Consulting , Hyderabad ,12,227.0,16
4697,Safran Engineering Services India,Aviation , Bengaluru ,7,227.0,29
4698,SRM Technologies Pvt.Ltd,IT Services & Consulting , Chennai ,11,227.0,32
4699,Ajay Industrial Corporation,Industrial Machinery , New Delhi ,40,227.0,11
4700,ABCD,Education & Training , Bengaluru ,37,226.0,96
4701,Box8,Hospitality , Bengaluru ,20,226.0,13
4702,JAY JAY MILLS,Fashion & Textile , Erode ,14,226.0,16
4703,Fusion,IT Services & Consulting , Kolkata ,33,226.0,18
4704,Radius Global Solutions,BPO , Mumbai ,6,226.0,14
4705,EVIO,Power , Mumbai ,15,226.0,10
4706,Decorpot,Architecture & Interior Design , Bengaluru ,14,226.0,24
4707,Concentrix Catalyst,IT Services & Consulting , Hyderabad ,9,226.0,36
4708,Flash Viven Machining Technologies,Auto Components , Pune ,2,226.0,15
4709,AT&S,Semiconductors , Mysuru ,28,226.0,11
4710,Save the Children,Non-Profit , Gurugram ,39,226.0,17
4711,Reliance Home Finance,NBFC , Mumbai ,44,226.0,2
4712,Sami-Sabinsa Group,Pharma , Bengaluru ,8,226.0,20
4713,ITI Finance,,-1,-1,226.0,15
4715,SMS Pharmaceuticals,Pharma , Hyderabad ,5,226.0,15
4716,Skechers,Retail , Mumbai ,55,226.0,13
4717,Ammann Apollo,Industrial Machinery , Ahmedabad ,18,226.0,14
4718,Aachi Foods,FMCG , Chennai ,32,226.0,27
4720,Ajay Industrial Corporation,Industrial Machinery , New Delhi ,40,226.0,11
4721,Army Ordnance Corps,Defence & Aerospace , New Delhi ,61,225.0,6
4722,Gold's Gym,Fitness & Wellness , Mumbai ,50,225.0,15
4723,Bekaert Industries,Electrical Equipment , Pune ,8,226.0,12
4724,Premier Indoplast,,-1,-1,225.0,7
4725,Prompt Personnel,Recruitment , Mumbai ,32,225.0,11
4726,Pontika Aerotech,Pharma , Paonta Sahib ,9,225.0,17
4727,ILS Hospitals,Healthcare , Kolkata ,11,225.0,11
4728,Ceragon Networks,Telecom , New Delhi ,30,225.0,14
4729,Scania,Auto Components , Bengaluru ,20,225.0,17
4730,OneCard,FinTech , Pune ,11,225.0,25
4731,National Small Industries Corporation,Government , New Delhi ,35,226.0,15
4732,HMSHost,FMCG , Bengaluru ,11,225.0,12
4733,Red Bull,Beverage , Mumbai ,48,225.0,13
4734,Parason Machinery,Industrial Machinery , Chhatrapati Sambhajinagar ,9,225.0,30
4735,BillDesk,FinTech , Mumbai ,15,225.0,16
4736,Cyrix Health Care,Medical Equipment , Lucknow ,38,225.0,43
4737,Zydus Hospira Oncology,Pharma , Ahmedabad ,6,225.0,7
4738,Excelra Knowledge Solutions,Analytics & KPO , Hyderabad ,7,225.0,22
4739,Niwas Housing Finance,,-1,-1,233.0,10
4740,Paradise Food Court,Hospitality , Hyderabad ,14,225.0,22
4741,LUX Industries,Fashion & Textile , Kolkata ,28,225.0,10
4742,Sonovision-Aetos,IT Services & Consulting , Bengaluru ,3,225.0,18
4743,State Bank Operations Support Services,,-1,-1,242.0,19
4744,Weikfield Foods,Food Processing , Pune ,47,225.0,10
4745,Vantive,Healthcare , Bengaluru ,6,225.0,84
4746,Shankaranarayana Constructions,Engineering & Construction , Bengaluru ,20,225.0,21
4747,Reliance Money,Financial Services , Mumbai ,51,224.0,4
4748,Mantri Developers,Real Estate , Bengaluru ,6,224.0,8
4749,Affluent Global Services,IT Services & Consulting , Hyderabad ,12,224.0,15
4750,Biotique,Beauty & Personal Care , Noida ,35,224.0,17
4751,Ratna Sagar,Printing & Publishing , New Delhi ,27,224.0,34
4752,MASAI School,EdTech , Bengaluru ,7,224.0,26
4753,FarEye,,-1,-1,224.0,30
4754,AABSyS IT,IT Services & Consulting , Bhubaneswar ,7,224.0,9
4755,BluSmart,Urban Transport , Gurugram ,10,224.0,20
4756,Advantum Health,Healthcare , Hyderabad ,4,224.0,14
4757,Vcare Call Center,BPO , Noida ,11,224.0,19
4758,Grazitti Interactive,IT Services & Consulting , Chandigarh ,7,224.0,19
4759,CompuGroup Medical,Software Product , Noida ,6,224.0,17
4760,Virohan,EdTech , Gurugram ,15,224.0,32
4761,Informatica Business Solutions,Software Product , Bengaluru ,3,224.0,41
4762,SunMax Auto Engineering,Auto Components , Gurugram ,12,224.0,11
4763,Arkray Healthcare,Healthcare , Surat ,34,224.0,7
4764,Selectsys,Software Product , Hyderabad ,2,224.0,23
4765,Shorthills AI,Emerging Technologies , Gurugram ,4,224.0,12
4766,Kwality Pharmaceuticals,Pharma , Amritsar ,10,224.0,22
4767,Ritu Kumar,Fashion & Textile , Gurugram ,37,223.0,14
4768,Games24x7,Gaming , Bengaluru ,4,223.0,25
4769,La-Gajjar Machineries,Electronics Manufacturing , Ahmedabad ,31,223.0,8
4770,Kobelco Construction Equipment India,Industrial Machinery , Chennai ,34,223.0,21
4771,Ivy Hospital,Healthcare , Chandigarh ,14,223.0,10
4772,Andhra Paper,Pulp & Paper , Rajamahendravaram ,14,224.0,21
4773,Om Innovation Call Services,BPO , New Delhi ,12,223.0,6
4774,Nuance Communications,Software Product , Pune ,14,223.0,26
4775,Pure & Cure Healthcare,Pharma , Haridwar ,11,223.0,9
4776,Centaur Billing,BPO , Chennai ,1,223.0,64
4777,Evonith Value Steels,,-1,-1,223.0,17
4778,WEG,Electronics Manufacturing , Hosur ,8,223.0,18
4779,EY-Parthenon,,-1,-1,223.0,35
4780,Linc,FMCG , Kolkata ,31,223.0,15
4781,Coffee Day,Hospitality , Bengaluru ,32,223.0,22
4782,Verifacts Services,Recruitment , Bengaluru ,10,223.0,17
4783,Beumer Group,Industrial Machinery , Gurugram ,20,224.0,18
4784,Manubhai Jewellers,Jewellery , Mumbai ,2,223.0,49
4787,Agiliad,Engineering & Construction , Pune ,5,223.0,33
4790,Brij Gopal Construction Company,Engineering & Construction , New Delhi ,34,223.0,17
4791,Sears IT & Management Services India,IT Services & Consulting , Pune ,3,223.0,15
4792,Geetanjali Medical College and Hospital,Healthcare , Udaipur ,21,223.0,9
4793,Uniinfo Telecom Services,Telecom , Indore ,33,222.0,12
4794,MT Educare,EdTech , Mumbai ,25,222.0,6
4795,Finorchem Limited,Petrochemicals , Ankleshwar ,7,222.0,28
4796,Verifone,FinTech , Bengaluru ,6,222.0,27
4797,Radio Mirchi,Broadcasting , Mumbai ,46,222.0,18
4798,Successive Technologies,IT Services & Consulting , Noida ,5,222.0,27
4799,Innoplexus,IT Services & Consulting , Pune ,1,222.0,10
4800,Sugam Parivahan,Logistics , Noida ,44,222.0,20
4801,CP Plus,,-1,-1,222.0,16
4802,APM Terminals,Ports & Shipping , Mumbai ,25,222.0,9
4803,American Oncology Institute,Healthcare , Hyderabad ,24,222.0,11
4804,Flexituff Ventures International,Packaging , Indore ,16,222.0,7
4805,Tecnotree Convergence,IT Services & Consulting , Bengaluru ,2,222.0,16
4806,Oasis Partners Asia,Recruitment , Mumbai ,89,222.0,11
4807,Bo International,Beauty & Personal Care , New Delhi ,5,222.0,34
4808,Gem Engserv,Engineering & Construction , Mumbai ,20,222.0,29
4809,CPM International,Recruitment , New Delhi ,50,222.0,19
4810,Travelex,Financial Services , Mumbai ,8,222.0,19
4811,GLA University,Education & Training , Mathura ,11,222.0,18
4812,Kriti Industries,Building Material , Indore ,38,223.0,14
4813,Umedica Laboratories,Pharma , Vapi ,11,222.0,13
4814,Bank Muscat,Banking , Mumbai ,73,222.0,24
4815,NIELIT,Education & Training , New Delhi ,52,222.0,17
4816,AbbVie Inc.,Pharma , Bengaluru ,31,217.0,12
4817,Ritz-Carlton,Hospitality , Bengaluru ,16,222.0,10
4818,Spectrum Consultants,Recruitment , Pune ,13,222.0,28
4819,Maral Overseas,Fashion & Textile , Noida ,13,222.0,8
4820,Forvia,Auto Components , Pune ,14,222.0,24
4821,Archwell Operations,IT Services & Consulting , Bengaluru ,7,221.0,10
4822,KPC Projects,Engineering & Construction , Hyderabad ,28,228.0,21
4823,WPIL,Building Material , Kolkata ,30,221.0,19
4824,Sand Martin Consultants,BPO , New Delhi ,9,221.0,29
4825,Med Manor Organics,Pharma , Hyderabad ,41,221.0,17
4826,Neolite Zkw Lightings,Auto Components , Bahadurgarh ,11,222.0,20
4827,Sneha Farms,Agriculture , Hyderabad ,22,221.0,13
4828,Nova IVI Fertility,Healthcare , Bengaluru ,44,222.0,17
4829,Nordex India,Internet , Chennai ,16,221.0,15
4830,B4S Solutions,Law Enforcement & Security , Pune ,49,221.0,11
4831,Scc Infrastructure,Engineering & Construction , Ahmedabad ,35,221.0,21
4832,Augtech Nextwealth,,-1,-1,221.0,38
4833,Impressico Business Solutions,IT Services & Consulting , Noida ,9,221.0,15
4834,Zota Health Care,Pharma , Surat ,57,221.0,23
4835,iD Fresh Food,FMCG , Bengaluru ,32,221.0,22
4836,Charak Pharma,Healthcare , Mumbai ,40,221.0,12
4837,bebo Technologies,IT Services & Consulting , Chandigarh ,8,221.0,29
4838,ION Group,Software Product , Noida ,8,221.0,113
4839,Kroll,Financial Services , Mumbai ,7,221.0,25
4842,Rolta India,IT Services & Consulting , Mumbai ,12,220.0,2
4843,Petrofac Engineering India,Petrochemicals , Mumbai ,12,221.0,11
4844,Mehin,Software Product , Mumbai ,68,220.0,9
4845,Promea Therapeutics,Medical Equipment , Hyderabad ,7,220.0,20
4846,Narmada Bio Chem,Agro Chemicals , Ahmedabad ,13,220.0,6
4847,Hicare Services,Facility Management Services , Mumbai ,24,220.0,13
4848,Olympus,Medical Equipment , Gurugram ,19,220.0,9
4849,AGILE AIRPORT SERVICES,Aviation , New Delhi ,35,220.0,17
4850,RSH Global,FMCG , Kolkata ,49,220.0,8
4851,Changepond Technologies,IT Services & Consulting , Chennai ,4,220.0,30
4852,Nuberg Engineering,Industrial Machinery , Noida ,15,220.0,15
4853,INFOSEC VENTURES,IT Services & Consulting , Gurugram ,3,221.0,22
4854,JPM Group,Industrial Machinery , Gurugram ,21,220.0,10
4855,Pha India,Auto Components , Chennai ,13,220.0,6
4856,Matrix ComSec,Law Enforcement & Security , Vadodara ,12,220.0,20
4857,Q3 Technologies,IT Services & Consulting , Gurugram ,10,220.0,30
4858,State Street Global Advisors,,-1,-1,220.0,8
4859,Bazar India,Retail , Gurugram ,55,220.0,15
4864,Precision Group,Industrial Machinery , Chennai ,42,220.0,11
4865,Milk Mantra Dairy,Food Processing , Bhubaneswar ,26,220.0,18
4866,Hyva,Urban Transport , Pune ,14,220.0,20
4867,Preethi Kitchen Appliances,Electronics Manufacturing , Chennai ,47,219.0,8
4868,LinkedIn,Internet , Bengaluru ,8,219.0,72
4869,Ga Digital Web Word,IT Services & Consulting , New Delhi ,47,219.0,17
4870,Religare Finvest,Financial Services , New Delhi ,34,220.0,3
4871,Kserve Bpo,BPO , Mumbai ,5,219.0,9
4872,Globus Stores,Retail , Mumbai ,33,219.0,8
4873,Dhandhania Infotech,IT Services & Consulting , Nagpur ,4,219.0,17
4874,VRC Constructions India,Engineering & Construction , New Delhi ,38,220.0,9
4875,ExpertCallers,BPO , Bengaluru ,8,219.0,15
4876,Tata Housing Development Company,Real Estate , Mumbai ,24,219.0,11
4877,S&IB Services,Facility Management Services , Kolkata ,37,219.0,6
4878,Albert David,Pharma , Kolkata ,39,219.0,18
4879,D'Decor Home Fabrics,Fashion & Textile , Mumbai ,19,219.0,18
4884,King George's Medical University,Education & Training , Lucknow ,14,219.0,9
4885,Veltris,IT Services & Consulting , Hyderabad ,6,219.0,22
4886,BPL Medical Technologies,Medical Equipment , Bengaluru ,31,219.0,14
4887,Elevate Services,Software Product , Gurugram ,6,219.0,21
4888,Wave Infratech,Real Estate , Noida ,8,219.0,27
4889,Neogen Chemicals,Chemicals , Bharuch ,8,219.0,16
4890,Born Group,Marketing & Advertising , Chennai ,11,218.0,19
4891,Megafine Pharma,Pharma , Nashik ,11,218.0,6
4892,TRF,Auto Components , Jamshedpur ,18,218.0,11
4893,Essae Digitronics,Electronics Manufacturing , Bengaluru ,33,218.0,12
4894,EFKON INDIA,IT Services & Consulting , Gurugram ,23,218.0,13
4895,Resonance Eduventures,EdTech , Kota ,40,218.0,7
4896,Yaantra,Internet , New Delhi ,25,218.0,11
4897,Reliance Smart Bazaar,Retail , New Delhi ,99,218.0,11
4898,PIT Solutions,IT Services & Consulting , Thiruvananthapuram ,4,218.0,17
4899,Sutlej Textiles and Industries,Fashion & Textile , Mumbai ,18,218.0,8
4900,Steelman Telecom,,-1,-1,218.0,8
4901,IPCS GLOBAL SOLUTIONS PVT LTD,Education & Training , Kochi ,27,218.0,60
4902,Lifelong India,Petrochemicals , Gurugram ,8,218.0,19
4903,Infosearch BPO Services,BPO , Chennai ,5,218.0,12
4904,Greenway Health,IT Services & Consulting , Bengaluru ,4,220.0,28
4905,Nielsen Sports,Sports & Recreation , Bengaluru ,7,218.0,8
4906,Schott Poonawalla,Packaging , Vadodara ,13,220.0,8
4907,Airtel Africa,Telecom , Gurugram ,11,218.0,38
4908,Tide - Business Management Platform,FinTech , Hyderabad ,12,218.0,39
4909,Balasore Alloys,Metals & Mining , Balasore ,15,218.0,15
4910,Emirates Airlines,Aviation , Mumbai ,16,218.0,25
4911,Sanghvi Movers,Industrial Machinery , Pune ,27,218.0,34
4912,Purnartha Investment Advisors,Financial Services , Pune ,15,218.0,20
4913,Eversana,Pharma , Pune ,11,218.0,28
4914,Teerthanker Mahaveer University,Education & Training , Moradabad ,12,218.0,10
4915,MKCL,Education & Training , Pune ,27,217.0,16
4916,Numerator,Software Product , Vadodara ,3,217.0,32
4917,Shangri-la Hotels & Resorts,Hospitality , New Delhi ,22,217.0,5
4918,ONLEI Technologies,,-1,-1,217.0,24
4919,Marine Electricals,Industrial Automation , Mumbai ,21,217.0,25
4920,XenonStack,Emerging Technologies , Sahibzada Ajit Singh Nagar ,9,217.0,33
4921,United India Insurance Company,Insurance , Chennai ,80,217.0,10
4922,Aditya Birla Money,,-1,-1,217.0,22
4923,Epicor Software Corporation,IT Services & Consulting , Bengaluru ,4,217.0,26
4924,Pattern Technologies,IT Services & Consulting , Pune ,1,217.0,71
4925,Coastal Marine Construction & Engineering,Engineering & Construction , Mumbai ,23,217.0,23
4926,Colourtex,Chemicals , Surat ,13,217.0,11
4927,20Cube Logistics,Logistics , Chennai ,30,217.0,19
4928,Prithvi Innerwears Private Limited,Fashion & Textile , Tiruppur ,23,216.0,47
4929,Blazeclan Technologies,IT Services & Consulting , Pune ,8,216.0,21
4930,Adani Airport Holdings,Aviation , Ahmedabad ,15,216.0,17
4931,Ibis,Hospitality , Mumbai ,25,216.0,7
4932,Blue Cross Laboratories,Pharma , Mumbai ,55,217.0,14
4933,Pothys,Fashion & Textile , Chennai ,17,215.0,11
4934,KFA Consultant,,-1,-1,216.0,3
4935,Software AG,Software Product , Bangalore / Bengaluru ,15,216.0,25
4936,VisionTek,Telecom , Hyderabad ,28,216.0,15
4937,HEG,Semiconductors , Bhopal ,11,216.0,18
4938,Mvs Acmei Technologies,Industrial Machinery , Hyderabad ,36,216.0,16
4939,Hippo Homes,Retail , New Delhi ,15,216.0,14
4947,SRR Projects,Engineering & Construction , Hyderabad ,22,216.0,16
4948,Texas Instruments,Semiconductors , Bengaluru ,9,216.0,132
4949,Learning Links Foundation,Non-Profit , New Delhi ,41,216.0,14
4950,Zones Corporate Solutions,IT Services & Consulting , Bengaluru ,7,217.0,21
4951,Man Industries,Iron & Steel , Mumbai ,15,216.0,14
4952,Merkle,,-1,-1,216.0,28
4953,Mayur Uniquoters,Leather , Jaipur ,12,216.0,13
4954,SIAC SKH India Cabs Manufacturing,Industrial Machinery , Faridabad ,9,215.0,23
4955,Ichhapurti.com,Software Product , Gurugram ,26,215.0,20
4956,Droom,Internet , Gurugram ,1,215.0,21
4957,Synthite Industries,Food Processing , Kochi ,17,215.0,11
4958,Pearl Precision Products,Building Material , Noida ,35,215.0,8
4959,Shivam Infocom,Telecom , New Delhi ,29,215.0,3
4960,Garden Silk Mills,Fashion & Textile , Surat ,11,215.0,5
4961,Sewa Grih Rin,NBFC , New Delhi ,55,215.0,7
4962,ICPA Health Products,Healthcare , Mumbai ,36,217.0,13
4963,MidasCare Pharmaceuticals,Pharma , Mumbai ,32,215.0,13
4964,Rustomjee Group,Real Estate , Mumbai ,5,215.0,21
4965,Sun Vacuum Formers,Auto Components , Gurugram ,9,215.0,18
4966,Sarda Energy & Minerals,Iron & Steel , Raipur ,10,215.0,11
4968,Sedin Technologies,IT Services & Consulting , Chennai ,5,215.0,50
4970,Moople Academy,Education & Training , Kolkata ,11,215.0,37
4971,Shri Mahavir Ferro Alloys,Iron & Steel , Rourkela ,7,220.0,16
4972,Uni Cards,FinTech , Bengaluru ,8,215.0,27
4974,Steril Gene Life Sciences,Pharma , Puducherry ,10,215.0,15
4975,Echs Polyclinic,Healthcare , New Delhi ,104,215.0,12
4976,ZeMoSo Technologies,IT Services & Consulting , Hyderabad ,5,215.0,163
4977,Techahead Software,IT Services & Consulting , Noida ,7,215.0,38
4978,Optimus Drugs,Pharma , Hyderabad ,6,215.0,10
4979,Valenta AI Private Limited,Emerging Technologies , Bengaluru ,12,216.0,31
4980,Lapiz Digital Services,BPO , Chennai ,4,215.0,13
4981,Indo Nissin Foods,Food Processing , Bengaluru ,42,215.0,7
4982,The Co-operative Bank,Banking , Bengaluru ,103,214.0,6
4983,Jagsonpal Pharmaceuticals,Pharma , New Delhi ,46,214.0,15
4984,Genzeon (India) Private Limited,IT Services & Consulting , Hyderabad ,3,219.0,50
